energies,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,err0,err1,err2,err3,err4,err5,err6,err7,err8,err9,err10,err11,err12,err13,err14,err15,err16,err17,err18,err19,err20,mean,std,q0,q1,q2,q3,q4,total
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,125.0,494.0,1054.0,296.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004998749843710925,0.001411382301150188,0.005412658773652742,0.009643417444039223,0.011164027051203344,0.007940277073251286,0.0022248595461286987,0.0007067531393633848,0.0,0.0,14.785,0.8319381350378554,11.0,14.0,15.0,15.0,18.0,2000.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,216.0,574.0,641.0,430.0,124.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017969070649312946,0.0069403169956422026,0.010115112456122274,0.010435031145137996,0.009186266924055712,0.005392402062161166,0.0007067531393633848,0.0,0.0,14.8195,1.1034167455033153,12.0,14.0,15.0,16.0,18.0,2000.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,104.0,463.0,923.0,449.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004998749843710925,0.0020527725154044713,0.004964675215963275,0.009431536195127493,0.011147146495852649,0.009330052250657549,0.003243281517229116,0.0,0.0,0.0,14.9045,0.9087313389133015,11.0,14.0,15.0,15.0,17.0,2000.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,81.0,446.0,943.0,487.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004998749843710925,0.001411382301150188,0.004407933189148856,0.009307819293475782,0.01116216264887768,0.009597076377730876,0.002890588175441116,0.0,0.0,0.0,14.9595,0.8597844873468824,11.0,14.0,15.0,16.0,17.0,2000.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,134.0,513.0,1084.0,237.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014966211945579282,0.005590661857061291,0.009764930875331377,0.011140825822173147,0.007226954752867904,0.002332273568859365,0.0004998749843710925,0.0,0.0,14.738,0.814670389741741,12.0,14.0,15.0,15.0,18.0,2000.0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,88.0,610.0,702.0,400.0,165.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018642692938521516,0.0045860658521220555,0.010295023069425343,0.010672370870617268,0.00894427190999916,0.006151981388138297,0.0022248595461286987,0.0004998749843710925,0.0,14.983,1.0827267192483465,12.0,14.0,15.0,16.0,19.0,2000.0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,170.0,551.0,611.0,472.0,179.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013205585939290994,0.0062359842847781455,0.009989988738732391,0.010299751210587564,0.009494840704298308,0.006383171233799075,0.0015771810295587506,0.0,0.0,14.974,1.134004842799071,12.0,14.0,15.0,16.0,18.0,2000.0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,190.0,557.0,708.0,454.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002332273568859365,0.006556485338960197,0.010023416333765649,0.010693081875680181,0.009366723012879158,0.004023540107914919,0.0007067531393633848,0.0,0.0,14.7955,1.0422201597698615,12.0,14.0,15.0,16.0,18.0,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,229.0,568.0,770.0,372.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007067531393633848,0.002332273568859365,0.007120033356663436,0.010083253443209686,0.010880602005403929,0.008700689627839852,0.003013117156700018,0.0,0.0,0.0,14.673,1.0052742352930726,11.0,14.0,15.0,15.0,17.0,2000.0
